"Title","PMID","cell_name","Cell_Type","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"Basophil/Mast 2_PMID_33208946","Mast cell","LMNA","TPSAB1","TPSB2","CPA3","MS4A2","TSC22D1","BIRC3","NFKBIA","LOC101927482","HPGDS","GADD45B","CCL4L1","CSF1","RGS13","SELK","CD69","IL1RL1","RGS2","ANXA1","HPGD","VWA5A","CPM","HDC","TNFRSF9","GLUL","GPR65","CREM","AREG","ID2","PLIN2","NR4A1","C1orf186","FOSB","CLU","LAPTM4A","GATA2","SLC18A2","SDCBP","RGS1","PTGS2","CD83","KIT","SRGN","LTC4S","LEO1","TUBA1A","SYAP1","CD9","LMO4","SIGLEC17P","NR4A3","MAOB","SAMSN1","BHLHE40","TNFAIP3","KDM6B","MYADM","FDX1","CALB2","REL","SDPR","NFKBIZ","SLC2A3","METTL21A","BRE-AS1","DUSP6","SOCS3","TIMP3","LOC284454","SLC45A3","ELL2","H3F3B","CKLF","DUSP10","SGK1","ELF1","SLC26A2","FCER1A","RHOH","SOCS1","ICAM1","FTH1","BATF","RASGEF1B","ACSL4","DDIT4","RAB27B","JUND","ZNF331","PLAUR","SKIL","PRDX6","RHBDD2","PPP1R15A","SQSTM1","TPM4","ACOT7","PTGS1","EGR3","STXBP6","RENBP","FTH1P3","AHR","ALG13","RNF145","BACE2","CAPG","DDX3X","CSRNP1","MITF","MAPK6","NDUFA4","CNRIP1","VIM","B4GALT5","PRKAR1A","NDEL1","NTM","CD63","NFE2L2","PRNP","FAM46A","AP1S3","PEBP1","GALC","GNA15","CAMLG","NFKB1","EHD1","BTK","MLPH","MCL1","JUNB","ARHGEF6","SRSF7","GABPB1","CTNNBL1","SRSF5","ENPP3","DDX5","SRSF3","PPAP2A","NR4A2","RBM39","HIF1A","VPS37B","ABHD17B","FAM107B","HNRNPH1","ITM2C","HSP90AB1","MORF4L2","ZFP36","TPM1","VMP1","TGIF1","GCSAML","FER","NFKB2","MIR4435-2HG","VEGFA","UBB","GMPR","SEPT2","AP3S1","STK17B","TSPYL1","CPEB4","ALOX5","PNPLA8","PALLD","DHRS9","MSRA","STX3","DDAH2","BCL2A1","ITM2A","STMN1","BTN2A2","LAT2","DNAJA1","CLCN3","SLC44A1","TSPAN4","BZW1","PDCD4","SMYD3","P2RX1","PAK1","VAPA","PRKX","BEX4","PTMA","TDRD3","SBDS","PAG1","ARHGAP18","SVIP","ANKRD28","PLK3"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"Macrophage_PMID_33208946","Macrophage","FABP4","APOC1","CCL20","C1QB","MARCO","C1QA","MCEMP1","C1QC","ALDH2","FABP5","LGALS3","FBP1","VSIG4","FN1","ACP5","FTL","IFI27","CES1","GRN","SERPING1","CTSD","GCHFR","MSR1","SERPINA1","CD68","APOE","CCL18","RETN","OLR1","CXCL5","MT2A","S100A11","LGALS3BP","MT1X","MGST3","IFI30","ANXA2","CXCL3","CYP27A1","TREM1","IFI6","LPL","CSTB","MRC1","CRIP1","NUPR1","RGCC","ANXA5","CTSC","TSPO","GSTO1","SNX10","MT1G","PDLIM1","FTH1","HP","HSPB1","GPNMB","GLIPR2","CTSL","HLA-DRA","LTA4H","ALOX5AP","HLA-DRB1","CD9","STXBP2","TXN","RBP4","MS4A7","LOC731424","PHLDA3","S100A10","HLA-DRB5","S100A13","CTSZ","FCGRT","MS4A4A","PRDX1","TNFAIP6","CAPG","PCOLCE2","INHBA","CD81","PLBD1","MT1E","CXCL16","CTSB","IL1B","COMT","S100A6","LYZ","CFD","LY6E","SPI1","GLRX","FCER1G","CXCL8","NOP10","LRPAP1","DEFB1","VMO1","HLA-DRB6","PNPLA6","AKR1C3","TYROBP","LAMP2","HEXB","CD63","BRI3","CD74","MYL6","ALOX5","TUBA1B","PPARG","RMDN3","PTMS","MGST1","RAC1","HLA-DQB1","SCD","HNMT","IGSF6","PTPMT1","PSAP","CD52","GPD1","PSMA6","GLUL","BHLHE41","AQP3","CYB5A","CD151","ATP6V1F","HLA-DMA","TREM2","SLC11A1","GRINA","GPX4","ATP6V0B","PLD3","PLA2G16","DYNLL1","RTN4","ATP6V0D1","RAB13","APIP","TFRC","GSN","HSP90AA1","ABCG1","VAMP8","UBB","OASL","CYBB","FCGR1A","PPIC","ATP6V0C","ASAH1","MT1F","SNX2","CSTA","CD59","IGFBP2","LAMP1","PSMA7","SDCBP","HLA-DPA1","PYCARD","FHL1","ALDH1A1","CORO1C","PGD","SDC4","HEXA","DECR1","LIPA","BCAP31","VIM","SOD2","SLC7A7","TMSB4X","HLA-DQA1","PLAUR","PLIN2","MDH1","CTSH","LOC101929371","TUBA1C","YWHAH","CYBA","S100A4","ITGB8","TGM2","GPCPD1","SMCO4","HCK","MT1L","BLVRA","SQRDL","ATP5G3"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"Proliferating Macrophage_PMID_33208946","Macrophage","FABP4","TUBA1B","MARCO","H2AFZ","C1QB","STMN1","APOC1","C1QA","GRN","FN1","C1QC","UBE2C","VSIG4","CES1","KIAA0101","ALDH2","LGALS3","HMGN2","HP","CCL18","PTTG1","CCL20","FABP5","SERPING1","TK1","SERPINA1","LGALS3BP","FBP1","ARL6IP1","CDK1","MCEMP1","TYMS","MGST1","PCNA","ACP5","CTSD","MS4A4A","CKS2","MGST3","CKS1B","CTSC","TREM1","RETN","IFI6","TUBA1C","PDLIM1","RBP4","NUSAP1","CD68","HIST1H4C","GSTO1","FTL","CYP27A1","APOE","SNX10","CXCL3","LRPAP1","ANXA2","GCHFR","GPNMB","CENPW","HEXB","TOP2A","GGH","HMGB1","LYZ","RHEB","KPNA2","CD59","ANXA5","HLA-DRA","RRM2","IFI27","LPL","MT1G","CDKN3","CTSL","HLA-DRB1","CENPF","HN1","S100A11","CXCL5","CRIP1","LOC731424","BIRC5","PLBD1","TSPO","MS4A7","MT2A","TMEM106C","PTMS","UBB","CTSZ","DUT","HLA-DRB5","HSP90AA1","HMGB2","IFI30","AKR1C3","IL1B","MT1X","MKI67","CCNB2","NUPR1","MDH1","H2AFV","TXN","HMGB3","RAB13","S100A10","ALOX5AP","HMMR","LAMP2","CCNB1","UBE2S","PLD3","DTYMK","CTSB","OLR1","DEFB1","SCCPDH","VPS29","LTA4H","TNFAIP6","DEK","STXBP2","SAC3D1","YWHAH","VIM","GPX4","CSTB","CENPM","CYB5A","RAN","TAGLN2","HSPB1","CAPG","CSTA","NUCKS1","HLA-DRB6","PHLDA3","GLA","MNDA","TKT","IGFBP2","AP2S1","RAC1","CD74","CD151","FCGRT","PSAP","MT1E","MSR1","HNMT","PSMA6","VMO1","MCM7","RPA3","CXCL16","RAD51AP1","ZWINT","INHBA","SMC4","C2","BLVRA","CTSH","LSM4","CALM2","CXCL10","LGALS1","CCL23","FAM111A","ANP32B","CD63","PRC1","SMC2","APIP","CD81","BTG3","HEXA","NENF","APLP2","MAD2L1","STRA13","CLTA","HADH","FHL1","HLA-DMA","TPX2","S100A13","YBX1","CFD","ATP6V0B","LY6E","PTPMT1","CNIH4","MT1F","SPI1","ALOX5","COMT"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"Plasmacytoid Dendritic_PMID_33208946","Dendritic cell","IRF7","GZMB","PLD4","PPP1R14B","LILRA4","IRF8","PTGDS","SERPINF1","TSPAN13","CLIC3","ITM2C","CLN8","SCT","CXCR3","TCF4","PLAC8","NAPSB","C12orf75","UGCG","PTPRS","TCL1A","LRRC26","CCDC50","GPR183","IL3RA","SEC61B","SPIB","PTCRA","IRF4","TPM2","MAP1A","APP","SMPD3","LILRB4","DERL3","BCL11A","TRAF4","HERPUD1","SOX4","CYB561A3","CLEC4C","OPN3","RNASE6","DNASE1L3","GAS6","RASD1","LAMP5","RNASET2","FUT7","MZB1","MYBL2","MPEG1","C12orf45","PRMT9","PLP2","LINC00996","VIMP","C9orf142","NPC2","SLC7A5P2","IGFLR1","P2RY14","PHB","PPP1R14A","SPCS1","SLC15A4","UCP2","FAM129C","IRF2BP2","GAPT","CD4","SELL","PARK7","AREG","SIDT1","GPX1","HSP90B1","SLC7A5","PTPRE","HIGD1A","TGFBI","B4GALT1","SMIM5","LIME1","UNC93B1","PROC","SEL1L3","CNPY3","CD74","ST6GALNAC4","ERP29","OFD1","ATG101","SPINT2","CBX6","TNFRSF21","MAPKAPK2","HINT1","MAN2B1","ALOX5AP","CD164","ZNF706","SMIM3","PPIB","CORO1C","PPM1K","TXN","RAB11FIP1","VEGFB","NUCB2","LTB","SHD","PFKFB2","FUZ","SEC61G","VAMP8","AMICA1","YPEL5","SRP14","GNG7","NR3C1","ABHD15","DCK","RRBP1","CDKN2D","TRABD","MEF2C","GNA15","KCNK17","REPIN1","ZFAT","BLNK","IDH3A","ERCC1","FKBP2","SNRNP25","MIF4GD","THEMIS2","RUNX2","CSF2RB","CD2AP","LOC642361","DUSP5","SIK1","A1BG","PLEK","CHAF1A","EIF2AK4","SIVA1","SCAMP5","MS4A6A","ARL4C","PRKCB","PACSIN1","DBI","SNHG5","SPNS3","COMMD6","ST14","MGST2","ANKRD11","DSTN","SELPLG","PHEX","CAT","TSPYL2","CDK2AP2","OSTC","USF2","HIST1H2BK","SNHG7","UBE2J1","ATP13A2","FAM213A","NCF1C","SULF2","IFNAR2","AEBP1","C16orf93","DNAJC4","BAG1","BID","MXD4","OGT","CCDC186","ITGAE","APEX1","MAP3K2","TMEM141","TIMM13","BCL7A","FCHSD2","TSEN34","RNF130","BCL2L11","ASIP","SSR4","CERS6","PAIP1","MDFIC"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"Myeloid Dendritic Type 1_PMID_33208946","Dendritic cell","WFDC21P","CCL17","CCL22","C15orf48","G0S2","HLA-DPB1","HLA-DPA1","HLA-DQB1","HLA-DQA1","IDO1","S100B","TXN","CST3","LGALS2","CCR7","CSF2RA","HLA-DQA2","NAPSB","CD74","CPVL","C1orf54","CD83","GSN","HLA-DRA","HLA-DRB1","MARCKSL1","DUSP4","FSCN1","HLA-DRB5","LAMP3","BASP1","CXCL8","IL4I1","HLA-DQB2","IRF8","PPA1","HLA-DRB6","GPR183","MT1X","SERPINB9","DNASE1L3","SYNGR2","CLEC9A","IL1R2","EBI3","AREG","CDKN1A","BIRC3","SNX3","RGCC","SERPINF1","CXCL16","REL","VMO1","HLA-DMA","CD1E","LSP1","CD40","RAMP1","DUSP5","S100A10","AXL","DAPP1","CD1C","GPR137B","MAP3K13","VIM","ADAM19","RALA","CD86","SGK1","WDFY4","SERPINB1","RNASE6","SPINT2","ACTG1","CLEC10A","CLIC2","TYMP","RGS10","PPT1","PMAIP1","NFKB1","RAB11FIP1","CPNE3","KYNU","PKIB","MIR155HG","MTHFD2","CTSH","BCL2A1","FCER1A","TRAF1","KLF4","CRIP1","ZFAS1","PTMS","TMSB10","PVRL2","HLA-DMB","DBI","CFLAR","TIMP1","ADAM8","NDRG2","NR4A3","PLEK","GABARAPL2","YWHAH","NAAA","REPIN1","ALCAM","CMTM6","SPI1","BID","PEA15","TAP1","LDHA","MS4A6A","ATF5","FILIP1L","MARCKS","KLF6","ANXA2","LGALS1","HLA-DOB","TBC1D8","ATF4","CADM1","PNMA1","CTSZ","ENTPD1","PIM3","TAGLN2","LAP3","GSTP1","HMGA1","ST3GAL5","RASSF4","NUB1","SOD2","CST7","RFTN1","OGFRL1","IL13RA1","GPX4","CRIP2","MCOLN2","NET1","GRINA","PLEKHO1","SHTN1","ENO1","NEAT1","RAB32","GNA15","PTPN1","VAC14","NAP1L1","VOPP1","SERPINF2","FNBP1","RNH1","SLAMF7","GNG5","TMSB4X","BATF3","ETS2","NINJ1","ALDH2","CD80","RHOF","ETV6","TNIP2","RELB","ACTN1","FLT3","RAC1","CD58","WARS","IL1B","COTL1","ENSA","PTPRE","PNRC1","IGFLR1","ASAP1","VDAC1","NDUFV2","HAVCR2","PSME2","PKM","C12orf45","ATF3","IER3","SNHG5","TSPAN33","P2RY6","GAS6","HCK"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"Myeloid Dendritic Type 2_PMID_33208946","Dendritic cell","FCER1A","CD1C","CLEC10A","HLA-DPB1","HLA-DQA1","HLA-DQB1","HLA-DPA1","HLA-DRB6","CST3","HLA-DRA","HLA-DRB1","HLA-DRB5","CD1E","CD74","HLA-DQB2","CPVL","MS4A6A","HLA-DMB","HLA-DQA2","NAPSB","LGALS2","HLA-DMA","GSN","FCGR2B","YWHAH","RNASE6","GPR183","WFDC21P","CEBPD","SGK1","AXL","CSF2RA","AMICA1","LYZ","PKIB","CTSH","NDRG2","FGL2","SPINT2","IL1R2","CD86","C1orf162","LSP1","SERPINF1","COTL1","FILIP1L","LY86","GPX1","FAM26F","ETS2","S100A10","MNDA","SPI1","PLD4","TGFBI","H2AFY","PPA1","CD1D","NLRP3","AP1S2","GDI2","PLAUR","KLF4","C15orf48","BASP1","IL13RA1","HLA-DOA","PEA15","SLC25A5","ENTPD1","PLSCR1","CXCL16","FPR3","CFP","CSF1R","RGS10","CLEC4A","TMSB10","PPT1","ZNF385A","TNFSF13B","LAP3","GSTP1","PRCP","GGTA1P","FCGR2A","AIF1","PLEKHO1","HMGA1","ARPC1B","SNHG5","DBI","MEF2C","PAK1","IFI30","SYNGR2","B3GNT5","CTSZ","RAB31","GABARAP","FCGRT","GPAT3","MAN2B1","ANXA2","IGFLR1","TYMP","FAM49B","C1orf54","ACTG1","EIF3L","P2RY13","TMEM14C","ARF5","INSIG1","HBEGF","KCNK6","RAB32","RNH1","C10orf128","VIM","AP2S1","NPC2","SLC25A6","IL18","GLIPR1","RGCC","CLEC7A","CLIC2","LGALS9","ADAM28","GRN","GAS6","IGSF6","PGLS","PLXDC2","RALA","CACNA2D3","THEMIS2","PTPRE","RNF130","IFNGR1","SLC16A3","LGALS1","AREG","DPYSL2","RTN1","ATG3","FAM105A","PYCARD","HAVCR2","TAGLN2","CCDC88A","MGST2","CD4","C12orf45","CCR6","PON2","ST14","CHMP1B","SEMA4A","C20orf27","MARCH1","OPN3","ALCAM","SLC25A3","MAT2A","PVRL2","CKLF","NR4A3","TMEM176B","ADAM8","AHR","KCTD12","P2RY14","SAMHD1","GNAI2","MBOAT7","CXorf21","LOC101927069","TWF2","SLAMF8","TPI1","ALDH2","LOC102724297","RBPJ","RAC1","COX5A","LILRB4","PTAFR","PSME2","PABPC1","LRRC75A-AS1","CAT","LAMTOR2","SRGAP2B","APEX1","LILRB3","UBE2E2","LIMS1","MRC1"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"IGSF21+ Dendritic_PMID_33208946","Dendritic cell","SEPP1","RNASE1","FOLR2","CCL2","CCL13","SLC40A1","C1QC","F13A1","MRC1","LGMN","STAB1","C1QA","CD14","MS4A6A","SLCO2B1","PDK4","HMOX1","HLA-DQA1","CD163","HLA-DPA1","HLA-DRB1","HLA-DRA","GGTA1P","FCGR2A","MAFB","DAB2","HLA-DQB1","IER3","MS4A4A","CXCL2","HLA-DPB1","TMEM176B","HLA-DRB5","CXCL3","MS4A7","CD74","HLA-DMA","C1QB","HLA-DRB6","EGR1","HLA-DQA2","CXCL8","A2M","CSF1R","CFD","KCTD12","CTSZ","GPR34","CTSC","CEBPD","HLA-DMB","NPC2","CST3","PLTP","GPX1","FCGRT","ITM2B","TGFBI","FCGR2B","AIF1","TMEM176A","CTSB","PLD3","RNASE6","LILRB5","BLVRB","MFSD1","GAS6","FPR3","RBPJ","MARCKS","MAF","KLF6","CD93","PMP22","C3AR1","FOS","GSN","ZFP36L1","RAB31","SLC1A3","HLA-DOA","FGL2","IGSF21","ADAP2","LTC4S","HLA-DQB2","PTMS","ARHGAP18","FILIP1L","MSR1","RGS10","PLAU","ETS2","HSPA1A","CPM","CD81","CREG1","GPR183","NEAT1","RHOB","CD4","TSPAN4","LY96","CLEC7A","DUSP6","TYROBP","TNFRSF1A","AXL","KLF4","SPRED1","CLEC10A","HSPB1","AP2A2","CTSL","TIMP2","TSPAN15","FTL","VSIG4","THBD","ITPR2","ZFHX3","CLTC","DPYSL2","IL13RA1","GPX3","YWHAH","LPAR6","SGK1","SLAMF8","CREB5","GPR155","FCHO2","MCL1","GLUL","MEF2C","ALCAM","C2","MAN1A1","NCF4","EPHX1","GNAQ","FRMD4B","TBXAS1","AHNAK","CCR1","CD59","WLS","MGST2","TNFSF12","JUND","TPT1","RGS1","GNAS","FUCA1","QKI","FOSB","TMEM14C","CXCL16","C5AR1","SH2B3","TBC1D14","TLR2","VMO1","RAC1","AP1B1","PLEKHO2","CSF2RA","AKR1B1","PTPRE","NINJ1","TM6SF1","CD68","DUSP1","RB1","RALGDS","RNF130","CEBPB","MAT2A","PSAP","MCOLN1","SERPINF1","PICALM","FAM105A","DDAH2","CCL18","BST2","RBM47","MEF2A","HNMT","SNX9","C1orf162","PPT1","SERPING1","KLF9","SEC14L1","CREBL2","FKBP5","ICAM1","VAMP8"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"EREG+ Dendritic_PMID_33208946","Dendritic cell","CXCL8","G0S2","MT2A","IER3","THBS1","IL1B","TIMP1","CXCL2","PLAUR","CXCL3","EMP1","EREG","CTSB","FN1","RAB31","C15orf48","CTSL","NAMPT","THBD","HLA-DQB1","CD163","CD14","FCGR2A","CD93","C5AR1","CLEC10A","AREG","GPR183","PPIF","HLA-DQA2","HLA-DPB1","YWHAH","GPX1","MRC1","HBEGF","TGFBI","FPR1","MT1X","SAT1","CEBPD","MXD1","CD300E","MS4A6A","ETS2","HLA-DRB1","SGK1","HLA-DRA","OLR1","HLA-DPA1","FPR3","UPP1","ZFP36L1","CEBPB","VEGFA","OSM","CLEC5A","NPC2","CHMP1B","HLA-DQA1","ACSL1","ATP13A3","DSE","MMP19","YBX3","C1orf162","CST3","VCAN","SOD2","LYZ","HIF1A","MAFB","RNASE6","CCL2","TLR2","METRNL","FCGR2B","TYMP","HLA-DMB","HLA-DRB5","CDKN1A","CSF2RA","IFNGR2","MAP2K1","HMOX1","CLEC7A","HLA-DMA","S100A10","SOCS3","GK","SERPINB9","MPHOSPH6","LITAF","ATP6V1B2","NEAT1","PLSCR1","F13A1","PHLDA2","RNASE1","IL13RA1","CD74","MCL1","PVRL2","SLC43A2","HLA-DRB6","ATP1B3","TNFRSF1A","RILPL2","LGALS1","NLRP3","CTSZ","FCER1G","LIMS1","CD86","CPVL","FCAR","SDC2","SRGN","IVNS1ABP","CLEC4E","RGCC","TREM1","RGS2","LILRB2","MAT2A","PDE4B","IFI30","LCP2","TPM4","CREM","PICALM","FCER1A","SLC25A37","FTH1","B3GNT5","POMP","CTSH","GNA15","CCL20","RAC1","RNF149","C3AR1","ICAM1","CD4","ATP5E","SLC16A3","CMTM6","RBM47","AP2S1","PNRC1","SLC2A3","FGD4","JARID2","SCO2","ADGRE2","NR4A2","GSN","PNP","ARHGAP18","TOP1","CSF1R","TMSB10","PTPN1","PEA15","PSAP","ALCAM","PTPRE","USP53","PID1","PLAU","RNF19B","GGTA1P","FCN1","S100A11","FCGRT","LINC00152","AIF1","IL1RAP","PFKFB3","ACTR2","LY96","PRMT9","INSIG1","ARL4C","GLUL","TYROBP","EPB41L3","APLP2","SLC11A1","KCTD12","SH3BP5","KYNU","ANPEP","TNFAIP3","NINJ1","DDX21","HCLS1","TFRC","CXCL16","SMIM3","PMP22"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"TREM2+ Dendritic_PMID_33208946","Dendritic cell","APOE","CCL18","CHIT1","CHI3L1","APOC1","GPNMB","LIPA","FN1","NUPR1","ACP5","IFI27","C1QB","FBP1","TREM2","PLD3","CTSD","CTSZ","CTSB","C1QC","MMP9","HLA-DQA1","C1QA","LILRB4","CYP27A1","CAPG","GRN","CSTB","TMEM176B","PRDX1","LGMN","CD68","LYZ","HLA-DMB","HLA-DRA","TXN","FTL","C15orf48","PSAP","IFI30","CTSK","ALDH2","GSN","ANXA2","CTSH","CXCL9","HLA-DRB1","GPX3","HLA-DMA","CD74","LGALS3","BRI3","HLA-DQB1","HLA-DRB5","IGSF6","CD9","TYMP","FTH1","HLA-DPA1","S100A11","HLA-DRB6","UBD","HEXB","HLA-DPB1","CTSS","CD63","LTA4H","A2M","SERPING1","CD81","SCPEP1","RARRES1","PLA2G7","MARCO","VSIG4","HSPB1","FABP5","LAMP2","ALDH1A1","S100A10","GM2A","GCHFR","C2","CYBB","ATOX1","RGCC","SNX10","RNASE1","TMEM176A","GPX4","AKR1B1","ATP6V1F","LAMP1","GPX1","NPC2","CFD","GSTO1","TALDO1","TSPO","DBI","SERPINF1","TFRC","SLAMF8","CTSC","CPM","PILRA","AKR1A1","CRIP1","FCGRT","CD59","MGST3","CREG1","ASAH1","MS4A7","PLBD1","RNH1","SPI1","MRC1","DAB2","MSR1","CXCL16","NR1H3","SLC15A3","LAP3","ANXA5","VIM","FABP3","HLA-DQA2","YWHAH","LGALS9","PKM","RAB13","TCN2","ACP2","CTSL","SPARC","PSME2","KCNMA1","DNASE2","MS4A6A","CHCHD10","CPVL","BCAP31","FDX1","FUOM","HSD11B1","MS4A4A","RHOB","PLXDC2","ENG","LGALS3BP","SLC7A7","OLR1","TGFBI","PDXK","MAN2B1","NCF2","SLC31A2","ATP6V0B","RETN","CD14","TNFSF13B","RAB20","GLA","ATF3","TYROBP","LGALS1","IL4I1","PTMS","SGK1","FCGR1A","PPT1","FPR3","ADAMDEC1","AXL","AVPI1","PDLIM1","MGAT1","IFI6","CYB5A","C3AR1","CECR1","MDH1","ATP6V0C","HLA-DQB2","ACOT7","LY96","STAT1","SQRDL","GLIPR2","APLP2","VAMP8","RAC1","SQSTM1","NPL","CORO1C","SERPINA1","TSPAN4","BLVRB","CST3","PTAFR"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"Classical Monocyte_PMID_33208946","Monocyte","S100A8","S100A9","S100A12","VCAN","LYZ","MNDA","FCN1","CSTA","THBS1","CTSS","CD14","AP1S2","TKT","TNFSF13B","FGL2","GCA","CFP","LGALS2","NUP214","MS4A6A","CLEC4E","CD36","TYMP","AIF1","MPEG1","FPR1","CYBB","RBP7","CYP1B1","C14orf2","TYROBP","CLEC7A","CD300E","CDA","MEGF9","LST1","CSF3R","NEAT1","CPVL","NAMPT","PLBD1","GABARAP","APLP2","PGD","NCF2","BLVRB","C10orf54","IRS2","KCTD12","CEBPD","GPX1","LRRK2","COTL1","TRAPPC5","METTL9","GSTP1","SNHG5","S100A6","LILRA5","RNF130","STXBP2","CLEC12A","CD93","SELL","SERPINB1","AGTRAP","SLC11A1","RNASE6","TLR4","FGR","CLEC4A","NAIP","TALDO1","CD55","H3F3AP4","RAB31","LAMTOR4","TSPO","VNN2","MGST1","SOCS3","IRAK3","LTA4H","PGLS","SLC7A7","CD163","CD1D","MARCH1","PHC2","APOBEC3A","ATP5E","SERP1","EVI2B","LY86","ZFAND5","CFD","LGALS1","ITGAM","ACSL1","CCNY","AP2S1","LY96","SLC2A3","TCEB2","DAZAP2","C4orf48","PYCARD","AMICA1","MXD1","MAFB","UBE2D1","NCF1C","NDUFB1","MCL1","CCR1","FYB","SERPINA1","IFI30","UBE2R2","PTEN","CARD16","MEF2C","AQP9","S100A4","CNPY3","TMEM167A","C19orf38","RASSF2","SCPEP1","SAT1","SULT1A1","ATP5I","FBXL5","GLIPR1","NUDT16","FAM65B","FAM45A","EVI2A","CST3","MSRB1","CRTAP","QKI","CEBPB","GNAQ","CHP1","ATP6V1B2","PLSCR1","PTPRE","SPTLC2","CECR1","RASSF3","TGFBI","ZEB2","C5AR1","EIF3M","DPYD","POLR2L","RGS2","C1orf162","CSGALNACT2","H2AFY","HMGB2","GLRX","TLR2","PFDN5","PSAP","ATP5G2","TPP1","LILRB3","HNMT","BACH1","FOS","POLE4","CASP1","SMAP2","ODF3B","RTN3","FES","BNIP3L","FAM26F","LSM6","FAM120A","RNF144B","OAZ1","CYBA","ATP5D","LRP1","ACTR2","IQGAP1","SSH2","RNF149","FKBP1A","LCP1","SPI1","PCBP1","TIMP2","CAPNS1","SPG21","MIDN","HSBP1"
"A molecular cell atlas of the human lung from single cell RNA sequencing",33208946,"OLR1+ Classical Monocyte_PMID_33208946","Monocyte","SOD2","TIMP1","C15orf48","IL1RN","IL1B","G0S2","CCL2","MARCKS","NAMPT","CTSL","CXCL8","AQP9","S100A9","TNIP3","IER3","BCL2A1","ACSL1","CCL4L1","ATP13A3","THBS1","PPIF","S100A8","HIF1A","CD300E","VCAN","CD163","CD93","GK","SERPINB9","CCL20","IFNGR2","SAT1","SLC43A2","EMP1","SLC39A8","FCN1","NINJ1","UPP1","SLC25A37","OLR1","WTAP","CXCL2","TNIP1","TNFRSF1B","S100A12","RIN2","CLEC4E","LINC00152","CD44","SRGN","APOBEC3A","TLR2","TNFAIP3","LOC731424","CEBPB","PLAUR","MXD1","FPR1","TNFAIP6","SPHK1","RNF19B","PFKFB3","ETS2","VEGFA","DSE","NFKB1","MIR4435-2HG","FTH1","EREG","PNRC1","MMP19","BACH1","ANPEP","TREM1","GRINA","RAB31","FPR2","KYNU","TYMP","IVNS1ABP","EHD1","TNFSF8","LITAF","LCP2","MCEMP1","C5AR1","NLRP3","LYZ","ADAM19","FCER1G","LINC01272","CD14","PTGS2","TPM4","MAP3K8","SLC2A3","MT2A","LILRB2","ANXA5","PLEK","MARCKSL1","HMOX1","CXCL3","RBM47","PIK3AP1","PNP","CLEC5A","NFKBIA","CTSB","HMGA1","ATP2B1","SLC11A1","JARID2","C1orf122","GBP1","ZAK","GPR84","PTAFR","EIF1B","LHFPL2","ATP6V1B2","GNA15","YBX3","VASP","CCL3","FCAR","PLSCR1","HCK","CCR1","RNF144B","SEC61G","S100A10","GADD45B","SLC7A5","SDC2","BID","SERPINB1","PIM3","ICAM1","CSTA","RAC1","LIMS1","KDM6B","C3AR1","FCGR2A","ISG15","DRAM1","TMEM167A","DMXL2","AGFG1","INSIG1","SIRPA","IRAK3","PTPN1","POMP","CCRL2","SOCS3","PRELID1","GSTO1","TNFAIP2","SERPINA1","FNDC3B","ITGA5","CKAP4","FTH1P3","IRAK2","RUNX1","ARFGAP3","ZFP36L1","SPAG9","SAMSN1","PSMA6","EFHD2","SLAMF1","SLC16A3","APLP2","THBD","CEP170","CHMP4B","MPP1","LINC00936","GLIPR2","LILRA5","LY96","MAFB","PVRL2","RILPL2","ATP1B3","ACSL4","CTSS","YWHAZ","B3GNT5","PTPN12","ACTN1","BAZ1A","MCL1","ADGRE2","TNFRSF1A","FLNA","CD55"
